SMILES,T,P,Leak Size,Material Quantity,Number of carbon atoms,Number of hydrogen atoms,Number of oxygen  atoms,Number of nitrogen  atoms,Number of sulfur  atoms,Number of Halogen atoms,Molecular Weight,DM,¦ÅHOMO,¦ÅLUMO,¦Ì,¦Ç,¦Ø,lg(Explosion Diameter)
CN=C=O,0,500,10,100,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.785897606
CN=C=O,20,500,10,10,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.85163926
CN=C=O,20,500,10,20,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.866828835
CN=C=O,20,500,10,100,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.859058399
CN=C=O,50,500,10,10,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.793077613
CN=C=O,50,500,10,20,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.799769806
CN=C=O,50,500,10,100,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.793163627
CN=C=O,100,500,10,10,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.96496355
CN=C=O,100,500,10,20,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.990358393
CN=C=O,100,500,10,100,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.981046698
CN=C=O,0,1000,10,10,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.955914217
CN=C=O,0,1000,10,20,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.955727667
CN=C=O,0,1000,10,100,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.971548589
CN=C=O,20,1000,10,10,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,3.310716672
CN=C=O,20,1000,10,20,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,3.171243636
CN=C=O,20,1000,10,100,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,3.310716672
CN=C=O,50,1000,10,10,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.896771954
CN=C=O,50,1000,10,20,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.921743164
CN=C=O,50,1000,10,100,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.934318131
CN=C=O,100,1000,10,10,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,3.025572096
CN=C=O,100,1000,10,20,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,3.044861051
CN=C=O,100,1000,10,100,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,3.050418427
CN=C=O,0,100,20,10,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.489107328
CN=C=O,0,100,20,20,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.530654252
CN=C=O,0,100,20,100,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.544653327
CN=C=O,20,100,20,10,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.685643228
CN=C=O,20,100,20,20,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.742748691
CN=C=O,20,100,20,100,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.815567787
CN=C=O,50,100,20,10,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.791861807
CN=C=O,50,100,20,20,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.86749041
CN=C=O,50,100,20,100,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.967408493
CN=C=O,100,100,20,10,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.989176963
CN=C=O,100,100,20,20,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,3.03300937
CN=C=O,100,100,20,100,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,3.056550414
CN=C=O,0,500,20,10,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.757476502
CN=C=O,0,500,20,20,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.801218426
CN=C=O,0,500,20,100,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.824131694
CN=C=O,20,500,20,10,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.791515212
CN=C=O,20,500,20,20,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.891973763
CN=C=O,20,500,20,100,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.95116746
CN=C=O,50,500,20,10,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.821709343
CN=C=O,50,500,20,20,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.902864638
CN=C=O,50,500,20,100,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,3.021218251
CN=C=O,100,500,20,10,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,3.051183405
CN=C=O,100,500,20,20,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,3.083893023
CN=C=O,100,500,20,100,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,3.167730752
CN=C=O,0,1000,20,10,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.930441124
CN=C=O,0,1000,20,20,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.932355028
CN=C=O,0,1000,20,100,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.972853792
CN=C=O,20,1000,20,10,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.981203638
CN=C=O,20,1000,20,20,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,3.002416627
CN=C=O,20,1000,20,100,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,3.06356227
CN=C=O,50,1000,20,10,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.890843929
CN=C=O,50,1000,20,20,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.953947572
CN=C=O,50,1000,20,100,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,3.053969178
CN=C=O,100,1000,20,10,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,3.080557947
CN=C=O,100,1000,20,20,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,3.143211594
CN=C=O,100,1000,20,100,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,3.233460633
CN=C=O,0,100,50,10,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.273998425
CN=C=O,0,100,50,20,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.43519116
CN=C=O,0,100,50,100,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.72218706
CN=C=O,20,100,50,10,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.636328392
CN=C=O,20,100,50,20,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.548565066
CN=C=O,20,100,50,100,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.923272003
CN=C=O,50,100,50,10,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.768833379
CN=C=O,50,100,50,20,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.799106105
CN=C=O,50,100,50,100,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,3.088660471
CN=C=O,100,100,50,10,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.991048776
CN=C=O,100,100,50,20,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,3.039925453
CN=C=O,100,100,50,100,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,3.209740146
CN=C=O,0,500,50,10,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.757476502
CN=C=O,0,500,50,20,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.767639631
CN=C=O,0,500,50,100,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.782375148
CN=C=O,20,500,50,10,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.791515212
CN=C=O,20,500,50,20,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.850882613
CN=C=O,20,500,50,100,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.995882102
CN=C=O,50,500,50,10,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.821709343
CN=C=O,50,500,50,20,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.916767054
CN=C=O,50,500,50,100,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,3.056622849
CN=C=O,100,500,50,10,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,3.051183405
CN=C=O,100,500,50,20,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,3.086274387
CN=C=O,100,500,50,100,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,3.204749254
CN=C=O,0,1000,50,10,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.930441124
CN=C=O,0,1000,50,20,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.92612576
CN=C=O,0,1000,50,100,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.922855156
CN=C=O,20,1000,50,10,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.981203638
CN=C=O,20,1000,50,20,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.95815137
CN=C=O,20,1000,50,100,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.810999587
CN=C=O,50,1000,50,10,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.890843929
CN=C=O,50,1000,50,20,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,2.948681871
CN=C=O,50,1000,50,100,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,3.076491163
CN=C=O,100,1000,50,10,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,3.080557947
CN=C=O,100,1000,50,20,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,3.141186295
CN=C=O,100,1000,50,100,2,3,1,1,0,0,57.05,2.9273,-0.27771,0.0242,-0.126755,0.30191,0.026608642,3.25310286
CS,0,100,10,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.795271579
CS,0,100,10,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.850656648
CS,0,100,10,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.915868704
CS,20,100,10,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.836739219
CS,20,100,10,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.899601112
CS,20,100,10,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.952183908
CS,50,100,10,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.94513264
CS,50,100,10,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.966314008
CS,50,100,10,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.978615051
CS,100,100,10,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.383869201
CS,100,100,10,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.385606274
CS,100,100,10,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.385109142
CS,0,500,10,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.947440094
CS,0,500,10,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.995115485
CS,0,500,10,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.057780177
CS,20,500,10,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.890427167
CS,20,500,10,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.969401001
CS,20,500,10,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.01323339
CS,50,500,10,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.978107443
CS,50,500,10,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.057791582
CS,50,500,10,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.096075366
CS,100,500,10,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.0877069
CS,100,500,10,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.15812115
CS,100,500,10,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.218669396
CS,0,1000,10,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.008050569
CS,0,1000,10,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.065702928
CS,0,1000,10,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.141572048
CS,20,1000,10,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.943269891
CS,20,1000,10,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.016373044
CS,20,1000,10,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.078507567
CS,50,1000,10,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.922946441
CS,50,1000,10,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.996731828
CS,50,1000,10,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.051241302
CS,100,1000,10,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.084104195
CS,100,1000,10,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.164566976
CS,100,1000,10,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.276376775
CS,0,100,25,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.769047048
CS,0,100,25,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.876133515
CS,0,100,25,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.061003627
CS,20,100,25,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.859470949
CS,20,100,25,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.962050483
CS,20,100,25,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.130092427
CS,50,100,25,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.954645734
CS,50,100,25,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.037306951
CS,50,100,25,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.183904446
CS,100,100,25,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.447117702
CS,100,100,25,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.568395353
CS,100,100,25,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.712199182
CS,0,500,25,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.900191737
CS,0,500,25,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.976452235
CS,0,500,25,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.157187706
CS,20,500,25,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.885261683
CS,20,500,25,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.975231849
CS,20,500,25,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.163545985
CS,50,500,25,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.96366838
CS,50,500,25,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.052559286
CS,50,500,25,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.254444143
CS,100,500,25,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.112336836
CS,100,500,25,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.190253238
CS,100,500,25,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.366482727
CS,0,1000,25,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.953849536
CS,0,1000,25,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.028392293
CS,0,1000,25,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.206650504
CS,20,1000,25,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.900212503
CS,20,1000,25,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.992248565
CS,20,1000,25,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.194788984
CS,50,1000,25,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.900212503
CS,50,1000,25,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.992248565
CS,50,1000,25,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.119783586
CS,100,1000,25,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.106819608
CS,100,1000,25,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.19539868
CS,100,1000,25,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.365285766
CS,0,100,50,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.733342541
CS,0,100,50,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.817864711
CS,0,100,50,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.02402568
CS,20,100,50,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.835299213
CS,20,100,50,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.922916879
CS,20,100,50,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.127185816
CS,50,100,50,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.948527393
CS,50,100,50,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.020158178
CS,50,100,50,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.284297605
CS,100,100,50,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.447117702
CS,100,100,50,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.568395353
CS,100,100,50,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.821971163
CS,0,500,50,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.900191737
CS,0,500,50,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.965259572
CS,0,500,50,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.129003113
CS,20,500,50,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.885261683
CS,20,500,50,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.829268384
CS,20,500,50,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.155436248
CS,50,500,50,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.963537564
CS,50,500,50,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.040558829
CS,50,500,50,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.260884332
CS,100,500,50,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.112336836
CS,100,500,50,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.195030194
CS,100,500,50,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.348324338
CS,0,1000,50,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.953849536
CS,0,1000,50,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.007056111
CS,0,1000,50,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.110734451
CS,20,1000,50,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.900212503
CS,20,1000,50,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.86735728
CS,20,1000,50,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.116435054
CS,50,1000,50,10,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,2.98847646
CS,50,1000,50,20,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.063340866
CS,50,1000,50,100,1,4,0,0,1,0,48.1075,1.76208,-0.24213,-0.00953,-0.12583,0.2326,0.0018414,3.249396497
